factor,freq,factor_group_label,factor_package,factor_packages,name_cn,meaning_cn,formula_cn,description,used_in_run,factor_group_key
text_event_rel_txt_em_report_count_to_txt_action_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本emreportcount相对文本actionmean,衡量 文本emreportcount 相对锚点 文本actionmean 的偏离程度，反映相对强弱。,text_event_rel_txt_em_report_count_to_txt_action_mean = (列(文本emreportcount) - 列(文本actionmean)) / (|列(文本actionmean)| + EPS),text_event rel txt_em_report_count to txt_action_mean,True,text
text_event_rel_txt_em_report_count_to_txt_risk_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本emreportcount相对文本风险mean,衡量 文本emreportcount 相对锚点 文本风险mean 的偏离程度，反映相对强弱。,text_event_rel_txt_em_report_count_to_txt_risk_mean = (列(文本emreportcount) - 列(文本风险mean)) / (|列(文本风险mean)| + EPS),text_event rel txt_em_report_count to txt_risk_mean,True,text
text_event_rel_txt_em_report_count_to_txt_uncertainty_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本emreportcount相对文本不确定性mean,衡量 文本emreportcount 相对锚点 文本不确定性mean 的偏离程度，反映相对强弱。,text_event_rel_txt_em_report_count_to_txt_uncertainty_mean = (列(文本emreportcount) - 列(文本不确定性mean)) / (|列(文本不确定性mean)| + EPS),text_event rel txt_em_report_count to txt_uncertainty_mean,True,text
text_event_rel_txt_iwencai_count_to_txt_action_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本问财count相对文本actionmean,衡量 文本问财count 相对锚点 文本actionmean 的偏离程度，反映相对强弱。,text_event_rel_txt_iwencai_count_to_txt_action_mean = (列(文本问财count) - 列(文本actionmean)) / (|列(文本actionmean)| + EPS),text_event rel txt_iwencai_count to txt_action_mean,True,text
text_event_rel_txt_iwencai_count_to_txt_risk_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本问财count相对文本风险mean,衡量 文本问财count 相对锚点 文本风险mean 的偏离程度，反映相对强弱。,text_event_rel_txt_iwencai_count_to_txt_risk_mean = (列(文本问财count) - 列(文本风险mean)) / (|列(文本风险mean)| + EPS),text_event rel txt_iwencai_count to txt_risk_mean,True,text
text_event_rel_txt_iwencai_count_to_txt_uncertainty_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本问财count相对文本不确定性mean,衡量 文本问财count 相对锚点 文本不确定性mean 的偏离程度，反映相对强弱。,text_event_rel_txt_iwencai_count_to_txt_uncertainty_mean = (列(文本问财count) - 列(文本不确定性mean)) / (|列(文本不确定性mean)| + EPS),text_event rel txt_iwencai_count to txt_uncertainty_mean,True,text
text_event_rel_txt_news_count_to_txt_action_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本新闻count相对文本actionmean,衡量 文本新闻count 相对锚点 文本actionmean 的偏离程度，反映相对强弱。,text_event_rel_txt_news_count_to_txt_action_mean = (列(文本新闻count) - 列(文本actionmean)) / (|列(文本actionmean)| + EPS),text_event rel txt_news_count to txt_action_mean,True,text
text_event_rel_txt_news_count_to_txt_risk_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本新闻count相对文本风险mean,衡量 文本新闻count 相对锚点 文本风险mean 的偏离程度，反映相对强弱。,text_event_rel_txt_news_count_to_txt_risk_mean = (列(文本新闻count) - 列(文本风险mean)) / (|列(文本风险mean)| + EPS),text_event rel txt_news_count to txt_risk_mean,True,text
text_event_rel_txt_news_count_to_txt_uncertainty_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本新闻count相对文本不确定性mean,衡量 文本新闻count 相对锚点 文本不确定性mean 的偏离程度，反映相对强弱。,text_event_rel_txt_news_count_to_txt_uncertainty_mean = (列(文本新闻count) - 列(文本不确定性mean)) / (|列(文本不确定性mean)| + EPS),text_event rel txt_news_count to txt_uncertainty_mean,True,text
text_event_rel_txt_notice_count_to_txt_action_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本公告count相对文本actionmean,衡量 文本公告count 相对锚点 文本actionmean 的偏离程度，反映相对强弱。,text_event_rel_txt_notice_count_to_txt_action_mean = (列(文本公告count) - 列(文本actionmean)) / (|列(文本actionmean)| + EPS),text_event rel txt_notice_count to txt_action_mean,True,text
text_event_rel_txt_notice_count_to_txt_risk_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本公告count相对文本风险mean,衡量 文本公告count 相对锚点 文本风险mean 的偏离程度，反映相对强弱。,text_event_rel_txt_notice_count_to_txt_risk_mean = (列(文本公告count) - 列(文本风险mean)) / (|列(文本风险mean)| + EPS),text_event rel txt_notice_count to txt_risk_mean,True,text
text_event_rel_txt_notice_count_to_txt_uncertainty_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本公告count相对文本不确定性mean,衡量 文本公告count 相对锚点 文本不确定性mean 的偏离程度，反映相对强弱。,text_event_rel_txt_notice_count_to_txt_uncertainty_mean = (列(文本公告count) - 列(文本不确定性mean)) / (|列(文本不确定性mean)| + EPS),text_event rel txt_notice_count to txt_uncertainty_mean,True,text
text_event_rel_txt_rating_delta_mean_to_txt_action_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本ratingdeltamean相对文本actionmean,衡量 文本ratingdeltamean 相对锚点 文本actionmean 的偏离程度，反映相对强弱。,text_event_rel_txt_rating_delta_mean_to_txt_action_mean = (列(文本ratingdeltamean) - 列(文本actionmean)) / (|列(文本actionmean)| + EPS),text_event rel txt_rating_delta_mean to txt_action_mean,True,text
text_event_rel_txt_rating_delta_mean_to_txt_risk_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本ratingdeltamean相对文本风险mean,衡量 文本ratingdeltamean 相对锚点 文本风险mean 的偏离程度，反映相对强弱。,text_event_rel_txt_rating_delta_mean_to_txt_risk_mean = (列(文本ratingdeltamean) - 列(文本风险mean)) / (|列(文本风险mean)| + EPS),text_event rel txt_rating_delta_mean to txt_risk_mean,True,text
text_event_rel_txt_rating_delta_mean_to_txt_uncertainty_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本ratingdeltamean相对文本不确定性mean,衡量 文本ratingdeltamean 相对锚点 文本不确定性mean 的偏离程度，反映相对强弱。,text_event_rel_txt_rating_delta_mean_to_txt_uncertainty_mean = (列(文本ratingdeltamean) - 列(文本不确定性mean)) / (|列(文本不确定性mean)| + EPS),text_event rel txt_rating_delta_mean to txt_uncertainty_mean,True,text
text_event_rel_txt_risk_20_to_txt_action_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本风险20相对文本actionmean,衡量 文本风险20 相对锚点 文本actionmean 的偏离程度，反映相对强弱。,text_event_rel_txt_risk_20_to_txt_action_mean = (列(文本风险20) - 列(文本actionmean)) / (|列(文本actionmean)| + EPS),text_event rel txt_risk_20 to txt_action_mean,True,text
text_event_rel_txt_risk_20_to_txt_risk_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本风险20相对文本风险mean,衡量 文本风险20 相对锚点 文本风险mean 的偏离程度，反映相对强弱。,text_event_rel_txt_risk_20_to_txt_risk_mean = (列(文本风险20) - 列(文本风险mean)) / (|列(文本风险mean)| + EPS),text_event rel txt_risk_20 to txt_risk_mean,True,text
text_event_rel_txt_risk_20_to_txt_uncertainty_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本风险20相对文本不确定性mean,衡量 文本风险20 相对锚点 文本不确定性mean 的偏离程度，反映相对强弱。,text_event_rel_txt_risk_20_to_txt_uncertainty_mean = (列(文本风险20) - 列(文本不确定性mean)) / (|列(文本不确定性mean)| + EPS),text_event rel txt_risk_20 to txt_uncertainty_mean,True,text
text_event_rel_txt_risk_5_to_txt_action_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本风险5相对文本actionmean,衡量 文本风险5 相对锚点 文本actionmean 的偏离程度，反映相对强弱。,text_event_rel_txt_risk_5_to_txt_action_mean = (列(文本风险5) - 列(文本actionmean)) / (|列(文本actionmean)| + EPS),text_event rel txt_risk_5 to txt_action_mean,True,text
text_event_rel_txt_risk_5_to_txt_risk_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本风险5相对文本风险mean,衡量 文本风险5 相对锚点 文本风险mean 的偏离程度，反映相对强弱。,text_event_rel_txt_risk_5_to_txt_risk_mean = (列(文本风险5) - 列(文本风险mean)) / (|列(文本风险mean)| + EPS),text_event rel txt_risk_5 to txt_risk_mean,True,text
text_event_rel_txt_risk_5_to_txt_uncertainty_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本风险5相对文本不确定性mean,衡量 文本风险5 相对锚点 文本不确定性mean 的偏离程度，反映相对强弱。,text_event_rel_txt_risk_5_to_txt_uncertainty_mean = (列(文本风险5) - 列(文本不确定性mean)) / (|列(文本不确定性mean)| + EPS),text_event rel txt_risk_5 to txt_uncertainty_mean,True,text
text_event_rel_txt_risk_mean_to_txt_action_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本风险mean相对文本actionmean,衡量 文本风险mean 相对锚点 文本actionmean 的偏离程度，反映相对强弱。,text_event_rel_txt_risk_mean_to_txt_action_mean = (列(文本风险mean) - 列(文本actionmean)) / (|列(文本actionmean)| + EPS),text_event rel txt_risk_mean to txt_action_mean,True,text
text_event_rel_txt_risk_mean_to_txt_uncertainty_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本风险mean相对文本不确定性mean,衡量 文本风险mean 相对锚点 文本不确定性mean 的偏离程度，反映相对强弱。,text_event_rel_txt_risk_mean_to_txt_uncertainty_mean = (列(文本风险mean) - 列(文本不确定性mean)) / (|列(文本不确定性mean)| + EPS),text_event rel txt_risk_mean to txt_uncertainty_mean,True,text
text_event_rel_txt_uncertainty_20_to_txt_action_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性20相对文本actionmean,衡量 文本不确定性20 相对锚点 文本actionmean 的偏离程度，反映相对强弱。,text_event_rel_txt_uncertainty_20_to_txt_action_mean = (列(文本不确定性20) - 列(文本actionmean)) / (|列(文本actionmean)| + EPS),text_event rel txt_uncertainty_20 to txt_action_mean,True,text
text_event_rel_txt_uncertainty_20_to_txt_risk_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性20相对文本风险mean,衡量 文本不确定性20 相对锚点 文本风险mean 的偏离程度，反映相对强弱。,text_event_rel_txt_uncertainty_20_to_txt_risk_mean = (列(文本不确定性20) - 列(文本风险mean)) / (|列(文本风险mean)| + EPS),text_event rel txt_uncertainty_20 to txt_risk_mean,True,text
text_event_rel_txt_uncertainty_20_to_txt_uncertainty_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性20相对文本不确定性mean,衡量 文本不确定性20 相对锚点 文本不确定性mean 的偏离程度，反映相对强弱。,text_event_rel_txt_uncertainty_20_to_txt_uncertainty_mean = (列(文本不确定性20) - 列(文本不确定性mean)) / (|列(文本不确定性mean)| + EPS),text_event rel txt_uncertainty_20 to txt_uncertainty_mean,True,text
text_event_rel_txt_uncertainty_5_to_txt_action_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性5相对文本actionmean,衡量 文本不确定性5 相对锚点 文本actionmean 的偏离程度，反映相对强弱。,text_event_rel_txt_uncertainty_5_to_txt_action_mean = (列(文本不确定性5) - 列(文本actionmean)) / (|列(文本actionmean)| + EPS),text_event rel txt_uncertainty_5 to txt_action_mean,True,text
text_event_rel_txt_uncertainty_5_to_txt_risk_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性5相对文本风险mean,衡量 文本不确定性5 相对锚点 文本风险mean 的偏离程度，反映相对强弱。,text_event_rel_txt_uncertainty_5_to_txt_risk_mean = (列(文本不确定性5) - 列(文本风险mean)) / (|列(文本风险mean)| + EPS),text_event rel txt_uncertainty_5 to txt_risk_mean,True,text
text_event_rel_txt_uncertainty_5_to_txt_uncertainty_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性5相对文本不确定性mean,衡量 文本不确定性5 相对锚点 文本不确定性mean 的偏离程度，反映相对强弱。,text_event_rel_txt_uncertainty_5_to_txt_uncertainty_mean = (列(文本不确定性5) - 列(文本不确定性mean)) / (|列(文本不确定性mean)| + EPS),text_event rel txt_uncertainty_5 to txt_uncertainty_mean,True,text
text_event_rel_txt_uncertainty_mean_to_txt_action_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性mean相对文本actionmean,衡量 文本不确定性mean 相对锚点 文本actionmean 的偏离程度，反映相对强弱。,text_event_rel_txt_uncertainty_mean_to_txt_action_mean = (列(文本不确定性mean) - 列(文本actionmean)) / (|列(文本actionmean)| + EPS),text_event rel txt_uncertainty_mean to txt_action_mean,True,text
text_event_rel_txt_uncertainty_mean_to_txt_risk_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性mean相对文本风险mean,衡量 文本不确定性mean 相对锚点 文本风险mean 的偏离程度，反映相对强弱。,text_event_rel_txt_uncertainty_mean_to_txt_risk_mean = (列(文本不确定性mean) - 列(文本风险mean)) / (|列(文本风险mean)| + EPS),text_event rel txt_uncertainty_mean to txt_risk_mean,True,text
text_event_sym_txt_action_mean__txt_news_count,D,Text Packages,text_event,text_event,金融文本事件包·文本actionmean-文本新闻count对称价差,构造 文本actionmean 与 文本新闻count 的对称归一化价差，减少量纲影响。,text_event_sym_txt_action_mean__txt_news_count = (列(文本actionmean) - 列(文本新闻count)) / (|列(文本actionmean)| + |列(文本新闻count)| + EPS),"text_event symmetric spread txt_action_mean,txt_news_count",True,text
text_event_sym_txt_action_mean__txt_risk_20,D,Text Packages,text_event,text_event,金融文本事件包·文本actionmean-文本风险20对称价差,构造 文本actionmean 与 文本风险20 的对称归一化价差，减少量纲影响。,text_event_sym_txt_action_mean__txt_risk_20 = (列(文本actionmean) - 列(文本风险20)) / (|列(文本actionmean)| + |列(文本风险20)| + EPS),"text_event symmetric spread txt_action_mean,txt_risk_20",True,text
text_event_sym_txt_action_mean__txt_risk_5,D,Text Packages,text_event,text_event,金融文本事件包·文本actionmean-文本风险5对称价差,构造 文本actionmean 与 文本风险5 的对称归一化价差，减少量纲影响。,text_event_sym_txt_action_mean__txt_risk_5 = (列(文本actionmean) - 列(文本风险5)) / (|列(文本actionmean)| + |列(文本风险5)| + EPS),"text_event symmetric spread txt_action_mean,txt_risk_5",True,text
text_event_sym_txt_action_mean__txt_uncertainty_20,D,Text Packages,text_event,text_event,金融文本事件包·文本actionmean-文本不确定性20对称价差,构造 文本actionmean 与 文本不确定性20 的对称归一化价差，减少量纲影响。,text_event_sym_txt_action_mean__txt_uncertainty_20 = (列(文本actionmean) - 列(文本不确定性20)) / (|列(文本actionmean)| + |列(文本不确定性20)| + EPS),"text_event symmetric spread txt_action_mean,txt_uncertainty_20",True,text
text_event_sym_txt_action_mean__txt_uncertainty_5,D,Text Packages,text_event,text_event,金融文本事件包·文本actionmean-文本不确定性5对称价差,构造 文本actionmean 与 文本不确定性5 的对称归一化价差，减少量纲影响。,text_event_sym_txt_action_mean__txt_uncertainty_5 = (列(文本actionmean) - 列(文本不确定性5)) / (|列(文本actionmean)| + |列(文本不确定性5)| + EPS),"text_event symmetric spread txt_action_mean,txt_uncertainty_5",True,text
text_event_sym_txt_risk_20__txt_news_count,D,Text Packages,text_event,text_event,金融文本事件包·文本风险20-文本新闻count对称价差,构造 文本风险20 与 文本新闻count 的对称归一化价差，减少量纲影响。,text_event_sym_txt_risk_20__txt_news_count = (列(文本风险20) - 列(文本新闻count)) / (|列(文本风险20)| + |列(文本新闻count)| + EPS),"text_event symmetric spread txt_risk_20,txt_news_count",True,text
text_event_sym_txt_risk_20__txt_uncertainty_20,D,Text Packages,text_event,text_event,金融文本事件包·文本风险20-文本不确定性20对称价差,构造 文本风险20 与 文本不确定性20 的对称归一化价差，减少量纲影响。,text_event_sym_txt_risk_20__txt_uncertainty_20 = (列(文本风险20) - 列(文本不确定性20)) / (|列(文本风险20)| + |列(文本不确定性20)| + EPS),"text_event symmetric spread txt_risk_20,txt_uncertainty_20",True,text
text_event_sym_txt_risk_20__txt_uncertainty_5,D,Text Packages,text_event,text_event,金融文本事件包·文本风险20-文本不确定性5对称价差,构造 文本风险20 与 文本不确定性5 的对称归一化价差，减少量纲影响。,text_event_sym_txt_risk_20__txt_uncertainty_5 = (列(文本风险20) - 列(文本不确定性5)) / (|列(文本风险20)| + |列(文本不确定性5)| + EPS),"text_event symmetric spread txt_risk_20,txt_uncertainty_5",True,text
text_event_sym_txt_risk_5__txt_news_count,D,Text Packages,text_event,text_event,金融文本事件包·文本风险5-文本新闻count对称价差,构造 文本风险5 与 文本新闻count 的对称归一化价差，减少量纲影响。,text_event_sym_txt_risk_5__txt_news_count = (列(文本风险5) - 列(文本新闻count)) / (|列(文本风险5)| + |列(文本新闻count)| + EPS),"text_event symmetric spread txt_risk_5,txt_news_count",True,text
text_event_sym_txt_risk_5__txt_risk_20,D,Text Packages,text_event,text_event,金融文本事件包·文本风险5-文本风险20对称价差,构造 文本风险5 与 文本风险20 的对称归一化价差，减少量纲影响。,text_event_sym_txt_risk_5__txt_risk_20 = (列(文本风险5) - 列(文本风险20)) / (|列(文本风险5)| + |列(文本风险20)| + EPS),"text_event symmetric spread txt_risk_5,txt_risk_20",True,text
text_event_sym_txt_risk_5__txt_uncertainty_20,D,Text Packages,text_event,text_event,金融文本事件包·文本风险5-文本不确定性20对称价差,构造 文本风险5 与 文本不确定性20 的对称归一化价差，减少量纲影响。,text_event_sym_txt_risk_5__txt_uncertainty_20 = (列(文本风险5) - 列(文本不确定性20)) / (|列(文本风险5)| + |列(文本不确定性20)| + EPS),"text_event symmetric spread txt_risk_5,txt_uncertainty_20",True,text
text_event_sym_txt_risk_5__txt_uncertainty_5,D,Text Packages,text_event,text_event,金融文本事件包·文本风险5-文本不确定性5对称价差,构造 文本风险5 与 文本不确定性5 的对称归一化价差，减少量纲影响。,text_event_sym_txt_risk_5__txt_uncertainty_5 = (列(文本风险5) - 列(文本不确定性5)) / (|列(文本风险5)| + |列(文本不确定性5)| + EPS),"text_event symmetric spread txt_risk_5,txt_uncertainty_5",True,text
text_event_sym_txt_risk_mean__txt_action_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本风险mean-文本actionmean对称价差,构造 文本风险mean 与 文本actionmean 的对称归一化价差，减少量纲影响。,text_event_sym_txt_risk_mean__txt_action_mean = (列(文本风险mean) - 列(文本actionmean)) / (|列(文本风险mean)| + |列(文本actionmean)| + EPS),"text_event symmetric spread txt_risk_mean,txt_action_mean",True,text
text_event_sym_txt_risk_mean__txt_news_count,D,Text Packages,text_event,text_event,金融文本事件包·文本风险mean-文本新闻count对称价差,构造 文本风险mean 与 文本新闻count 的对称归一化价差，减少量纲影响。,text_event_sym_txt_risk_mean__txt_news_count = (列(文本风险mean) - 列(文本新闻count)) / (|列(文本风险mean)| + |列(文本新闻count)| + EPS),"text_event symmetric spread txt_risk_mean,txt_news_count",True,text
text_event_sym_txt_risk_mean__txt_risk_20,D,Text Packages,text_event,text_event,金融文本事件包·文本风险mean-文本风险20对称价差,构造 文本风险mean 与 文本风险20 的对称归一化价差，减少量纲影响。,text_event_sym_txt_risk_mean__txt_risk_20 = (列(文本风险mean) - 列(文本风险20)) / (|列(文本风险mean)| + |列(文本风险20)| + EPS),"text_event symmetric spread txt_risk_mean,txt_risk_20",True,text
text_event_sym_txt_risk_mean__txt_risk_5,D,Text Packages,text_event,text_event,金融文本事件包·文本风险mean-文本风险5对称价差,构造 文本风险mean 与 文本风险5 的对称归一化价差，减少量纲影响。,text_event_sym_txt_risk_mean__txt_risk_5 = (列(文本风险mean) - 列(文本风险5)) / (|列(文本风险mean)| + |列(文本风险5)| + EPS),"text_event symmetric spread txt_risk_mean,txt_risk_5",True,text
text_event_sym_txt_risk_mean__txt_uncertainty_20,D,Text Packages,text_event,text_event,金融文本事件包·文本风险mean-文本不确定性20对称价差,构造 文本风险mean 与 文本不确定性20 的对称归一化价差，减少量纲影响。,text_event_sym_txt_risk_mean__txt_uncertainty_20 = (列(文本风险mean) - 列(文本不确定性20)) / (|列(文本风险mean)| + |列(文本不确定性20)| + EPS),"text_event symmetric spread txt_risk_mean,txt_uncertainty_20",True,text
text_event_sym_txt_risk_mean__txt_uncertainty_5,D,Text Packages,text_event,text_event,金融文本事件包·文本风险mean-文本不确定性5对称价差,构造 文本风险mean 与 文本不确定性5 的对称归一化价差，减少量纲影响。,text_event_sym_txt_risk_mean__txt_uncertainty_5 = (列(文本风险mean) - 列(文本不确定性5)) / (|列(文本风险mean)| + |列(文本不确定性5)| + EPS),"text_event symmetric spread txt_risk_mean,txt_uncertainty_5",True,text
text_event_sym_txt_risk_mean__txt_uncertainty_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本风险mean-文本不确定性mean对称价差,构造 文本风险mean 与 文本不确定性mean 的对称归一化价差，减少量纲影响。,text_event_sym_txt_risk_mean__txt_uncertainty_mean = (列(文本风险mean) - 列(文本不确定性mean)) / (|列(文本风险mean)| + |列(文本不确定性mean)| + EPS),"text_event symmetric spread txt_risk_mean,txt_uncertainty_mean",True,text
text_event_sym_txt_uncertainty_20__txt_news_count,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性20-文本新闻count对称价差,构造 文本不确定性20 与 文本新闻count 的对称归一化价差，减少量纲影响。,text_event_sym_txt_uncertainty_20__txt_news_count = (列(文本不确定性20) - 列(文本新闻count)) / (|列(文本不确定性20)| + |列(文本新闻count)| + EPS),"text_event symmetric spread txt_uncertainty_20,txt_news_count",True,text
text_event_sym_txt_uncertainty_5__txt_news_count,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性5-文本新闻count对称价差,构造 文本不确定性5 与 文本新闻count 的对称归一化价差，减少量纲影响。,text_event_sym_txt_uncertainty_5__txt_news_count = (列(文本不确定性5) - 列(文本新闻count)) / (|列(文本不确定性5)| + |列(文本新闻count)| + EPS),"text_event symmetric spread txt_uncertainty_5,txt_news_count",True,text
text_event_sym_txt_uncertainty_5__txt_uncertainty_20,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性5-文本不确定性20对称价差,构造 文本不确定性5 与 文本不确定性20 的对称归一化价差，减少量纲影响。,text_event_sym_txt_uncertainty_5__txt_uncertainty_20 = (列(文本不确定性5) - 列(文本不确定性20)) / (|列(文本不确定性5)| + |列(文本不确定性20)| + EPS),"text_event symmetric spread txt_uncertainty_5,txt_uncertainty_20",True,text
text_event_sym_txt_uncertainty_mean__txt_action_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性mean-文本actionmean对称价差,构造 文本不确定性mean 与 文本actionmean 的对称归一化价差，减少量纲影响。,text_event_sym_txt_uncertainty_mean__txt_action_mean = (列(文本不确定性mean) - 列(文本actionmean)) / (|列(文本不确定性mean)| + |列(文本actionmean)| + EPS),"text_event symmetric spread txt_uncertainty_mean,txt_action_mean",True,text
text_event_sym_txt_uncertainty_mean__txt_news_count,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性mean-文本新闻count对称价差,构造 文本不确定性mean 与 文本新闻count 的对称归一化价差，减少量纲影响。,text_event_sym_txt_uncertainty_mean__txt_news_count = (列(文本不确定性mean) - 列(文本新闻count)) / (|列(文本不确定性mean)| + |列(文本新闻count)| + EPS),"text_event symmetric spread txt_uncertainty_mean,txt_news_count",True,text
text_event_sym_txt_uncertainty_mean__txt_risk_20,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性mean-文本风险20对称价差,构造 文本不确定性mean 与 文本风险20 的对称归一化价差，减少量纲影响。,text_event_sym_txt_uncertainty_mean__txt_risk_20 = (列(文本不确定性mean) - 列(文本风险20)) / (|列(文本不确定性mean)| + |列(文本风险20)| + EPS),"text_event symmetric spread txt_uncertainty_mean,txt_risk_20",True,text
text_event_sym_txt_uncertainty_mean__txt_risk_5,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性mean-文本风险5对称价差,构造 文本不确定性mean 与 文本风险5 的对称归一化价差，减少量纲影响。,text_event_sym_txt_uncertainty_mean__txt_risk_5 = (列(文本不确定性mean) - 列(文本风险5)) / (|列(文本不确定性mean)| + |列(文本风险5)| + EPS),"text_event symmetric spread txt_uncertainty_mean,txt_risk_5",True,text
text_event_sym_txt_uncertainty_mean__txt_uncertainty_20,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性mean-文本不确定性20对称价差,构造 文本不确定性mean 与 文本不确定性20 的对称归一化价差，减少量纲影响。,text_event_sym_txt_uncertainty_mean__txt_uncertainty_20 = (列(文本不确定性mean) - 列(文本不确定性20)) / (|列(文本不确定性mean)| + |列(文本不确定性20)| + EPS),"text_event symmetric spread txt_uncertainty_mean,txt_uncertainty_20",True,text
text_event_sym_txt_uncertainty_mean__txt_uncertainty_5,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性mean-文本不确定性5对称价差,构造 文本不确定性mean 与 文本不确定性5 的对称归一化价差，减少量纲影响。,text_event_sym_txt_uncertainty_mean__txt_uncertainty_5 = (列(文本不确定性mean) - 列(文本不确定性5)) / (|列(文本不确定性mean)| + |列(文本不确定性5)| + EPS),"text_event symmetric spread txt_uncertainty_mean,txt_uncertainty_5",True,text
text_event_tanh_txt_action_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本actionmean压缩,对 文本actionmean 做 tanh 压缩，降低极值影响，提升稳健性。,text_event_tanh_txt_action_mean = tanh(列(文本actionmean)),text_event tanh txt_action_mean,True,text
text_event_tanh_txt_em_report_count,D,Text Packages,text_event,text_event,金融文本事件包·文本emreportcount压缩,对 文本emreportcount 做 tanh 压缩，降低极值影响，提升稳健性。,text_event_tanh_txt_em_report_count = tanh(列(文本emreportcount)),text_event tanh txt_em_report_count,True,text
text_event_tanh_txt_iwencai_count,D,Text Packages,text_event,text_event,金融文本事件包·文本问财count压缩,对 文本问财count 做 tanh 压缩，降低极值影响，提升稳健性。,text_event_tanh_txt_iwencai_count = tanh(列(文本问财count)),text_event tanh txt_iwencai_count,True,text
text_event_tanh_txt_news_count,D,Text Packages,text_event,text_event,金融文本事件包·文本新闻count压缩,对 文本新闻count 做 tanh 压缩，降低极值影响，提升稳健性。,text_event_tanh_txt_news_count = tanh(列(文本新闻count)),text_event tanh txt_news_count,True,text
text_event_tanh_txt_notice_count,D,Text Packages,text_event,text_event,金融文本事件包·文本公告count压缩,对 文本公告count 做 tanh 压缩，降低极值影响，提升稳健性。,text_event_tanh_txt_notice_count = tanh(列(文本公告count)),text_event tanh txt_notice_count,True,text
text_event_tanh_txt_rating_delta_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本ratingdeltamean压缩,对 文本ratingdeltamean 做 tanh 压缩，降低极值影响，提升稳健性。,text_event_tanh_txt_rating_delta_mean = tanh(列(文本ratingdeltamean)),text_event tanh txt_rating_delta_mean,True,text
text_event_tanh_txt_risk_20,D,Text Packages,text_event,text_event,金融文本事件包·文本风险20压缩,对 文本风险20 做 tanh 压缩，降低极值影响，提升稳健性。,text_event_tanh_txt_risk_20 = tanh(列(文本风险20)),text_event tanh txt_risk_20,True,text
text_event_tanh_txt_risk_5,D,Text Packages,text_event,text_event,金融文本事件包·文本风险5压缩,对 文本风险5 做 tanh 压缩，降低极值影响，提升稳健性。,text_event_tanh_txt_risk_5 = tanh(列(文本风险5)),text_event tanh txt_risk_5,True,text
text_event_tanh_txt_risk_mean,D,Text Packages,text_event,text_event,金融文本事件包·文本风险mean压缩,对 文本风险mean 做 tanh 压缩，降低极值影响，提升稳健性。,text_event_tanh_txt_risk_mean = tanh(列(文本风险mean)),text_event tanh txt_risk_mean,True,text
text_event_tanh_txt_uncertainty_20,D,Text Packages,text_event,text_event,金融文本事件包·文本不确定性20压缩,对 文本不确定性20 做 tanh 压缩，降低极值影响，提升稳健性。,text_event_tanh_txt_uncertainty_20 = tanh(列(文本不确定性20)),text_event tanh txt_uncertainty_20,True,text
